source_layer,source_id,damaged_flag,max_damage_pct,damage_pct_0m,damage_pct_10m,damage_pct_20m,unknown_pct,lon,lat,google_maps
caraballeda_east,9322,1,1.0,1.0,0.7422231028333663,0.45851695727150793,0.0,-66.8473378,10.6147011,"https://www.google.com/maps/search/?api=1&query=10.6147011,-66.8473378"
caraballeda_east,9334,1,1.0,1.0,0.8286185113979676,0.5622658571244026,0.0,-66.8441399,10.6125311,"https://www.google.com/maps/search/?api=1&query=10.6125311,-66.8441399"
caraballeda_east,9371,1,1.0,1.0,0.7590006729475101,0.6520823325080374,0.0,-66.8460756,10.6153501,"https://www.google.com/maps/search/?api=1&query=10.6153501,-66.8460756"
caraballeda_east,9373,1,1.0,1.0,0.8029731528733082,0.5898596282044334,0.0,-66.846111,10.61569,"https://www.google.com/maps/search/?api=1&query=10.6156900,-66.8461110"
caraballeda_east,9394,1,1.0,1.0,0.7015114803276797,0.4558722291064298,0.0,-66.8439335,10.6165566,"https://www.google.com/maps/search/?api=1&query=10.6165566,-66.8439335"
caraballeda_east,9401,1,1.0,1.0,0.7830843116328708,0.6830557093251473,0.0,-66.8443586,10.6165567,"https://www.google.com/maps/search/?api=1&query=10.6165567,-66.8443586"
caraballeda_east,9402,1,1.0,1.0,1.0,0.8275812993666832,0.0,-66.8447661,10.6166073,"https://www.google.com/maps/search/?api=1&query=10.6166073,-66.8447661"
caraballeda_east,9405,1,1.0,1.0,0.9698191327086512,0.7764163372859025,0.0,-66.844402,10.6167841,"https://www.google.com/maps/search/?api=1&query=10.6167841,-66.8444020"
caraballeda_east,9416,1,1.0,1.0,0.8620386643233744,0.7071718538565629,0.0,-66.8441024,10.6166088,"https://www.google.com/maps/search/?api=1&query=10.6166088,-66.8441024"
caraballeda_east,9417,1,1.0,1.0,1.0,0.8297701433514583,0.0,-66.8442914,10.6166216,"https://www.google.com/maps/search/?api=1&query=10.6166216,-66.8442914"
caraballeda_east,9418,1,1.0,1.0,0.8312439729990356,0.6325689109805693,0.0,-66.8440485,10.6166596,"https://www.google.com/maps/search/?api=1&query=10.6166596,-66.8440485"
caraballeda_east,9419,1,1.0,1.0,1.0,0.9110258378101816,0.0,-66.8443309,10.6166744,"https://www.google.com/maps/search/?api=1&query=10.6166744,-66.8443309"
caraballeda_east,9420,1,1.0,1.0,0.5974171813587872,0.4933620159803319,0.0,-66.8439538,10.6167026,"https://www.google.com/maps/search/?api=1&query=10.6167026,-66.8439538"
caraballeda_east,9424,1,1.0,1.0,0.8379204892966361,0.7238193018480493,0.0,-66.8442122,10.61676,"https://www.google.com/maps/search/?api=1&query=10.6167600,-66.8442122"
caraballeda_east,9544,1,1.0,1.0,0.7623740530999485,0.42282560855875684,0.0,-66.8409414,10.6157075,"https://www.google.com/maps/search/?api=1&query=10.6157075,-66.8409414"
caraballeda_east,9578,1,1.0,1.0,0.8735710397387044,0.6058004876066639,0.0,-66.8422745,10.6163258,"https://www.google.com/maps/search/?api=1&query=10.6163258,-66.8422745"
caraballeda_east,9579,1,1.0,1.0,0.9158267020335986,0.5615701738662843,0.0,-66.842785,10.6163388,"https://www.google.com/maps/search/?api=1&query=10.6163388,-66.8427850"
caraballeda_east,9580,1,1.0,1.0,0.7064676616915423,0.4672706764181494,0.0,-66.8427171,10.6163525,"https://www.google.com/maps/search/?api=1&query=10.6163525,-66.8427171"
caraballeda_east,9582,1,1.0,1.0,0.968299126193863,0.6245784695201038,0.0,-66.8427669,10.6163978,"https://www.google.com/maps/search/?api=1&query=10.6163978,-66.8427669"
