id,source_id,damage_gra,damage_class,damage_percent,max_damage_pct,damage_pct_0m,damage_pct_10m,damage_pct_20m,unknown_pct,damaged,source_confidence,source_provider,centroid_lat,centroid_lon,google_maps_url
msft_caraballeda_00541,10007,Damaged,external-predicted-damaged,77.6,0.776093,0.776093,0.435279,0.249714,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6132585,-66.8361744,"https://www.google.com/maps/search/?api=1&query=10.6132585,-66.8361744"
msft_caraballeda_00542,10010,Damaged,external-predicted-damaged,9.3,0.092648,0.092648,0.029245,0.030505,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6131726,-66.8348406,"https://www.google.com/maps/search/?api=1&query=10.6131726,-66.8348406"
msft_caraballeda_00543,10043,Damaged,external-predicted-damaged,96.2,0.961945,0.961945,0.602855,0.383052,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6130222,-66.8238888,"https://www.google.com/maps/search/?api=1&query=10.6130222,-66.8238888"
msft_caraballeda_00544,10045,Damaged,external-predicted-damaged,37.1,0.370648,0.359091,0.370648,0.318605,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6130541,-66.8242688,"https://www.google.com/maps/search/?api=1&query=10.6130541,-66.8242688"
msft_caraballeda_00545,10048,Damaged,external-predicted-damaged,100.0,1.0,1.0,0.65591,0.478885,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6130951,-66.8243229,"https://www.google.com/maps/search/?api=1&query=10.6130951,-66.8243229"
msft_caraballeda_00546,10051,Damaged,external-predicted-damaged,36.1,0.361017,0.151463,0.361017,0.346775,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6131906,-66.8245688,"https://www.google.com/maps/search/?api=1&query=10.6131906,-66.8245688"
msft_caraballeda_00547,10054,Damaged,external-predicted-damaged,4.5,0.044642,0.015961,0.044642,0.018347,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6132286,-66.8250205,"https://www.google.com/maps/search/?api=1&query=10.6132286,-66.8250205"
msft_caraballeda_00548,10056,Damaged,external-predicted-damaged,100.0,1.0,1.0,0.874008,0.628855,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6132503,-66.8244264,"https://www.google.com/maps/search/?api=1&query=10.6132503,-66.8244264"
msft_caraballeda_00549,10062,Damaged,external-predicted-damaged,41.1,0.411173,0.411173,0.296326,0.284139,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.613334,-66.8239608,"https://www.google.com/maps/search/?api=1&query=10.6133340,-66.8239608"
msft_caraballeda_00550,10063,Damaged,external-predicted-damaged,98.6,0.986077,0.986077,0.760738,0.499643,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.61336,-66.824311,"https://www.google.com/maps/search/?api=1&query=10.6133600,-66.8243110"
msft_caraballeda_00551,10069,Damaged,external-predicted-damaged,2.4,0.023764,0.017513,0.023764,0.009846,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6141199,-66.8282938,"https://www.google.com/maps/search/?api=1&query=10.6141199,-66.8282938"
msft_caraballeda_00552,10082,Damaged,external-predicted-damaged,100.0,1.0,1.0,0.53946,0.252622,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6123239,-66.8403641,"https://www.google.com/maps/search/?api=1&query=10.6123239,-66.8403641"
msft_caraballeda_00553,10083,Damaged,external-predicted-damaged,42.7,0.426752,0.426752,0.283884,0.347636,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6123108,-66.8406625,"https://www.google.com/maps/search/?api=1&query=10.6123108,-66.8406625"
msft_caraballeda_00554,10084,Damaged,external-predicted-damaged,64.1,0.640976,0.640976,0.477785,0.385604,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6123305,-66.8407524,"https://www.google.com/maps/search/?api=1&query=10.6123305,-66.8407524"
msft_caraballeda_00555,10085,Damaged,external-predicted-damaged,39.8,0.398107,0.139586,0.398107,0.389538,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6123899,-66.8405632,"https://www.google.com/maps/search/?api=1&query=10.6123899,-66.8405632"
msft_caraballeda_00556,10086,Damaged,external-predicted-damaged,100.0,1.0,1.0,0.726878,0.465165,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6125217,-66.8407657,"https://www.google.com/maps/search/?api=1&query=10.6125217,-66.8407657"
msft_caraballeda_00557,10088,Damaged,external-predicted-damaged,100.0,1.0,1.0,0.810555,0.566069,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6125833,-66.8410995,"https://www.google.com/maps/search/?api=1&query=10.6125833,-66.8410995"
msft_caraballeda_00558,10090,Damaged,external-predicted-damaged,100.0,1.0,1.0,0.983045,0.651443,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6126124,-66.8409891,"https://www.google.com/maps/search/?api=1&query=10.6126124,-66.8409891"
msft_caraballeda_00559,10091,Damaged,external-predicted-damaged,100.0,1.0,1.0,0.904215,0.741496,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6128023,-66.8414304,"https://www.google.com/maps/search/?api=1&query=10.6128023,-66.8414304"
msft_caraballeda_00560,10092,Damaged,external-predicted-damaged,100.0,1.0,1.0,0.765616,0.462158,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6129024,-66.8415506,"https://www.google.com/maps/search/?api=1&query=10.6129024,-66.8415506"
msft_caraballeda_00561,10116,Damaged,external-predicted-damaged,21.1,0.210848,0.084806,0.210848,0.102713,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.613656,-66.8395092,"https://www.google.com/maps/search/?api=1&query=10.6136560,-66.8395092"
msft_caraballeda_00562,10117,Damaged,external-predicted-damaged,44.8,0.447853,0.447853,0.426081,0.340756,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6138241,-66.8406566,"https://www.google.com/maps/search/?api=1&query=10.6138241,-66.8406566"
msft_caraballeda_00563,10128,Damaged,external-predicted-damaged,88.7,0.88724,0.88724,0.613043,0.442728,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6138313,-66.8401024,"https://www.google.com/maps/search/?api=1&query=10.6138313,-66.8401024"
msft_caraballeda_00564,10129,Damaged,external-predicted-damaged,100.0,1.0,1.0,0.970066,0.685184,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6138479,-66.8401898,"https://www.google.com/maps/search/?api=1&query=10.6138479,-66.8401898"
msft_caraballeda_00565,10130,Damaged,external-predicted-damaged,91.1,0.911252,0.899371,0.891493,0.911252,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6139001,-66.8402982,"https://www.google.com/maps/search/?api=1&query=10.6139001,-66.8402982"
msft_caraballeda_00566,10131,Damaged,external-predicted-damaged,100.0,1.0,1.0,0.803935,0.70468,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6139116,-66.8401839,"https://www.google.com/maps/search/?api=1&query=10.6139116,-66.8401839"
msft_caraballeda_00567,10132,Damaged,external-predicted-damaged,100.0,1.0,1.0,0.897676,0.658678,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6139591,-66.8404908,"https://www.google.com/maps/search/?api=1&query=10.6139591,-66.8404908"
msft_caraballeda_00568,10133,Damaged,external-predicted-damaged,23.8,0.238104,0.070506,0.214679,0.238104,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6140463,-66.8407748,"https://www.google.com/maps/search/?api=1&query=10.6140463,-66.8407748"
msft_caraballeda_00569,10134,Damaged,external-predicted-damaged,99.8,0.997699,0.997699,0.785957,0.750178,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6141152,-66.8400506,"https://www.google.com/maps/search/?api=1&query=10.6141152,-66.8400506"
msft_caraballeda_00570,10135,Damaged,external-predicted-damaged,100.0,1.0,1.0,0.960116,0.80381,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6142455,-66.8399698,"https://www.google.com/maps/search/?api=1&query=10.6142455,-66.8399698"
msft_caraballeda_00571,10137,Damaged,external-predicted-damaged,100.0,1.0,1.0,0.902932,0.756235,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.614538,-66.83973,"https://www.google.com/maps/search/?api=1&query=10.6145380,-66.8397300"
msft_caraballeda_00572,10154,Damaged,external-predicted-damaged,100.0,1.0,1.0,0.717033,0.383309,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6146705,-66.8417242,"https://www.google.com/maps/search/?api=1&query=10.6146705,-66.8417242"
msft_caraballeda_00573,10156,Damaged,external-predicted-damaged,6.1,0.061481,0.042315,0.057068,0.061481,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6150912,-66.8413054,"https://www.google.com/maps/search/?api=1&query=10.6150912,-66.8413054"
msft_caraballeda_00574,10160,Damaged,external-predicted-damaged,100.0,1.0,1.0,0.928396,0.783898,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6150919,-66.840073,"https://www.google.com/maps/search/?api=1&query=10.6150919,-66.8400730"
msft_caraballeda_00575,10161,Damaged,external-predicted-damaged,100.0,1.0,1.0,1.0,0.912458,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6153327,-66.8404478,"https://www.google.com/maps/search/?api=1&query=10.6153327,-66.8404478"
msft_caraballeda_00576,10168,Damaged,external-predicted-damaged,66.2,0.66242,0.66242,0.390185,0.290266,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6152415,-66.8426941,"https://www.google.com/maps/search/?api=1&query=10.6152415,-66.8426941"
msft_caraballeda_00577,10169,Damaged,external-predicted-damaged,92.1,0.92126,0.92126,0.372393,0.254309,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6152718,-66.8428657,"https://www.google.com/maps/search/?api=1&query=10.6152718,-66.8428657"
